LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus
5439,7598.45,13.7,220.74,MO,0,5603,577,48,PAYING
5440,20904.98,9.83,397.39,MO,0,17475,665,72,PAYING
5441,17469.85,21.46,442.02,MO,0,17758,618,72,PAYING
5442,17757.97,12,411.1,MO,0,16839,611,60,PAYING
5443,36416.46,9.5,686.6,MO,0,25281,603,72,PAYING
5444,13136.24,18,323.18,MO,137,0,NULL,72,REPO HOLD
5445,10200.07,10.55,199.74,MO,0,8971,667,72,PAYING
5446,23791.98,11.6,476.4,MO,0,20770,601,72,PAYING
5447,14963.04,12,263.09,MO,0,12435,695,72,PAYING
5448,25918.65,10,496.62,MO,0,20760,667,72,PAYING
5449,17482,21,503.07,MO,118,15225,472,54,REPO HOLD
5450,10225.19,21,330.53,MO,0,12450,648,48,PAYING
5451,7564.05,21,302.06,MO,0,6125,566,36,PAYING
5452,17957.99,10,343.63,MO,0,14398,619,72,PAYING
5453,12575.55,10,277.8,MO,0,9988,637,60,PAYING
5454,14395.86,21,405.77,MO,0,10825,626,60,PAYING
5455,23080.76,11.46,458.14,MO,0,19200,676,72,PAYING
5456,27260.58,10.7,530.47,MO,0,20075,683,72,PAYING
5457,15549.35,13.16,322.44,MO,0,13694,580,72,PAYING
5458,17175.13,14.8,371.5,MO,0,14350,639,72,PAYING
5459,23127.54,12.2,539.46,MO,0,19855,762,60,PAYING
5460,18280.74,13,375.39,MO,0,14715,659,72,PAYING
5461,17964.44,11.2,350.14,MO,4,15556,663,72,PAYING
5462,11198.79,10.12,214.84,MO,0,12000,674,72,PAYING
5463,11802.15,21.78,333.45,MO,7,10451,649,72,PAYING
5464,14081,10.7,274.33,MO,0,19885,672,72,PAYING
5465,24142.15,12,488.47,MO,0,18500,645,72,PAYING
5466,21145.19,12.25,438.94,MO,0,20271,634,72,PAYING
5467,16862.74,15,366.64,MO,0,14792,585,72,PAYING
5468,17171.74,10,328.58,MO,0,15065,668,72,PAYING
5469,14473,21,448.16,MO,88,2975,512,48,BUY BACK HOLD
5470,44375.87,23,1162.66,MO,0,40012,587,72,PAYING
5471,10371.8,12.2,212.15,MO,0,9740,700,72,PAYING
5472,9907,21,319.23,MO,0,12025,589,48,PAYING
5473,26595.48,10.6,598.35,MO,0,25111,587,60,PAYING
5474,13570.15,12.02,273.52,MO,0,15500,639,72,PAYING
5475,25621.94,12.98,529.33,MO,0,21075,597,72,PAYING
5476,23627.79,10.1,453.15,MO,0,33775,656,72,PAYING
5477,11340.69,11.5,230.26,MO,0,12425,676,72,PAYING
5478,15607.16,9.94,298.03,MO,0,15441,663,72,PAYING
5479,18939.74,11.1,397.88,MO,0,19450,688,66,PAYING
5480,18647.18,15.3,410.5,MO,0,17062,635,72,PAYING
5481,25997.21,10,497.07,MO,0,27234,578,72,PAYING
5482,6344.45,21,199.57,MO,38,5325,567,48,PAYING
5483,6213.92,21,250.76,MO,0,4000,583,36,PAYING
5484,45250.36,10.86,882.76,MO,0,44075,596,72,PAYING
5485,35992.22,11.49,722.1,MO,0,28900,700,72,PAYING
5486,7093.15,21,223,MO,44,5950,579,48,BUY BACK HOLD
5487,12645.44,21,408.74,MO,0,10375,571,48,PAYING
5488,21755.48,11.2,441.81,MO,0,14500,629,72,PAYING
5489,17500.7,13.12,358.18,MO,1,16700,580,72,INSURANCE HOLD
5490,16601.2,10.52,321.95,MO,0,16475,662,72,PAYING
5491,25742.51,12.88,530.43,MO,0,42700,620,72,PAYING
5492,11418.44,10.47,219.84,MO,1,9307,676,72,PAYING
5493,25840.22,10,494.45,MO,0,25040,582,72,PAYING
5494,24361.5,13.7,535.73,MO,0,18831,553,72,PAYING
5495,18276.19,13.7,384.15,MO,0,13237,554,72,PAYING
5496,29934.41,13.7,719.47,MO,0,25703,608,60,PAYING
5497,22346.89,10,457.61,MO,0,14029,713,66,PAYING
5498,19098.87,11.52,439.23,MO,0,16286,634,60,PAYING
5499,17547.29,12.6,359.06,MO,0,13200,645,72,PAYING
5500,16139.42,13.15,329.02,MO,2,15875,635,72,PAYING
5501,22604.94,11.61,450.9,MO,0,20200,643,72,PAYING
5502,12616.68,11.25,287.21,MO,0,11425,637,60,PAYING
5503,21047.11,11.5,418.93,MO,0,17613,628,72,PAYING
5504,24693.98,10,472.9,MO,0,33227,642,72,PAYING
5505,24883.55,12,495.23,MO,0,20193,637,72,PAYING
5506,12851.35,13.7,270.21,MO,0,11306,594,72,PAYING
5507,14949,21,462.9,MO,88,10075,493,48,REPO ASSIGN
5508,19364.68,13.7,405.85,MO,0,15804,607,72,PAYING
5509,26038.61,13.7,540.74,MO,14,19754,598,72,PAYING
5510,31129.81,13.7,654.25,MO,0,25472,731,72,PAYING
5511,10689.46,10.74,210.76,MO,0,15400,728,72,PAYING
5512,19705.41,10.35,380.37,MO,0,14861,612,72,PAYING
5513,25693.22,12.88,529.43,MO,0,23926,688,72,PAYING
5514,13827.28,13.7,331.65,MO,0,9076,649,60,PAYING
5515,27637.42,10.35,527.72,MO,0,21410,698,72,PAYING
5516,11441.54,11.3,223.94,MO,4,11160,658,72,PAYING
5517,12728.08,12.6,260.48,MO,0,12089,605,72,PAYING
5518,14249.11,10.57,319.37,MO,0,11950,690,72,PAYING
5519,15968.41,10.54,309.97,MO,0,17274,654,72,INSURANCE HOLD
5520,35756.89,9.69,683.53,MO,0,51704,587,72,PAYING
5521,18742.22,13.09,383.74,MO,0,17075,613,72,PAYING
5522,18250.57,12,364.3,MO,0,13974,622,72,PAYING
5523,12088.55,13.7,254.06,MO,0,11506,610,72,PAYING
5524,16730.65,18,395.79,MO,0,13466,571,72,PAYING
5525,18750.19,10.1,355.65,MO,0,0,609,72,PAYING
5526,11312.01,10.11,217.13,MO,0,12000,690,72,PAYING
5527,15852.3,11.75,317.26,MO,0,16499,612,72,PAYING
5528,25035.35,11.78,501.75,MO,0,19650,666,72,PAYING
5529,18006.31,14.8,384.77,MO,0,15605,678,72,PAYING
5530,16046.49,13.7,384.71,MO,0,12651,579,60,PAYING
5531,25890.7,13.7,619.77,MO,0,19929,612,60,PAYING
5532,16388.23,13.7,340.19,MO,0,13593,620,72,PAYING
5533,13415.83,12.31,313.23,MO,0,13129,603,60,PAYING
5534,20929.85,11.48,408.63,MO,0,22517,589,72,PAYING
5535,21810.14,10.93,422.12,MO,0,22325,628,72,PAYING
5536,25798.6,10.97,500.3,MO,0,23825,580,72,PAYING
5537,20492.21,12,408.92,MO,0,15696,625,72,PAYING
5538,17774,13.7,381.42,MO,0,17053,597,72,PAYING
5539,15080,21,466.96,MO,85,5556,543,48,BUY BACK HOLD
5540,17034.14,10,321.17,MO,0,0,630,72,PAYING
5541,15804.83,10.2,416.42,MO,0,0,609,48,PAYING
5542,17654.5,13.7,365.95,MO,7,12035,591,72,PAYING
5543,25863.29,11.3,513.27,MO,0,20344,658,72,PAYING
5544,18409.81,11.2,359.39,MO,0,19325,601,72,PAYING
5545,32852.66,12.7,676.08,MO,0,32750,606,72,PAYING
5546,22413.46,11.69,507.65,MO,0,19625,630,72,PAYING
5547,28559.57,10.6,641.48,MO,0,20314,698,60,PAYING
5548,24817.87,11.5,487.99,MO,0,21425,685,72,PAYING
5549,13513.99,11.18,287.3,MO,0,16125,630,72,PAYING
5550,14380.61,15,310.15,MO,0,11605,559,72,PAYING
5551,20412.06,10.26,389.07,MO,0,16634,622,72,PAYING
5552,18591.45,12.3,373.55,MO,0,15325,566,72,PAYING
5553,11441.9,12,228.33,MO,0,11861,603,72,PAYING
5554,10624.68,10.67,204.57,MO,0,10753,629,72,PAYING
5555,17195.08,13,347.05,MO,18,13436,629,72,BUY BACK HOLD
5556,18068.33,13.7,380.6,MO,0,13431,642,72,PAYING
5557,8825.05,21,246.15,MO,0,10625,529,60,PAYING
5558,7891.64,21,220.66,MO,0,6125,550,60,PAYING
5559,5324,21,202.31,MO,55,3150,561,36,PAYING
5560,4280.74,21,168.15,MO,0,2950,520,36,PAYING
5561,6975,21,265.05,MO,52,4650,546,36,BUY BACK HOLD
5562,23828.35,10.1,451.88,MO,0,30525,706,72,PAYING
5563,29245.12,12.95,595.63,MO,0,20058,642,72,PAYING
5564,7077.51,21,193.39,MO,18,4725,594,60,REPO HOLD
5565,28428.27,12.6,575.1,MO,0,0,685,72,PAYING
5566,17796.04,11.7,351.96,MO,0,0,644,72,PAYING
5567,4397.03,24,279.82,MO,0,0,NULL,42,PAYING
5568,7440.46,24,337.58,MO,61,0,NULL,46,BUY BACK HOLD
5569,16586.01,18,195.47,BW,34,0,NULL,144,PAYING
5570,11086.72,21,167.07,BW,0,0,NULL,132,PAYING
5571,11956.54,21,178.57,BW,13,0,NULL,114,PAYING
5572,8810.52,21,155.29,BW,0,0,NULL,96,PAYING
5573,7734.72,21,180.42,BW,0,0,NULL,70,PAYING
5574,11189.13,11.82,226.16,MO,0,13950,604,72,PAYING
5575,12125.36,13.3,250.23,MO,0,14750,645,72,PAYING
5576,42894.52,10.26,817.15,MO,0,44000,633,72,PAYING
5577,17758.43,11.7,356.45,MO,0,15720,711,72,PAYING
5578,15991.46,10.54,306.83,MO,0,18470,625,72,PAYING
5579,10056.12,10,190.37,MO,0,10503,641,72,PAYING
5580,6501.06,21,204.26,MO,23,5450,503,48,BUY BACK HOLD
5581,1969.28,21,283.81,MO,29,4725,551,48,INSURANCE PAYMENT
5582,16651.31,10.1,315.84,MO,0,0,576,72,PAYING
5583,6572.65,21,215.5,MO,0,4600,594,48,PAYING
5584,18762.41,11.7,376.61,MO,0,11648,638,72,PAYING
5585,19638.15,11.06,382.61,MO,0,16725,652,72,PAYING
5586,16401.36,11,366.21,MO,0,13915,563,60,PAYING
5587,22520.44,12,450.76,MO,0,21095,570,72,PAYING
5588,15610.46,10.45,303.48,MO,0,13659,613,72,PAYING
5589,12934.08,21,353.38,MO,39,3500,454,60,BUY BACK HOLD
5590,14869.77,21,405.8,MO,40,3150,578,60,BUY BACK HOLD
5591,18760.55,10.2,418.13,MO,0,12283,626,60,PAYING
5592,13884.77,21.2,352.53,MO,0,13608,611,72,PAYING
5593,7050.93,21,225.12,MO,0,6175,667,48,PAYING
5594,10420.38,21,284.84,MO,0,10500,592,60,PAYING
5595,18474.4,18,426.52,MO,0,15060,587,72,PAYING
5596,15474.39,11.96,308.3,MO,0,14950,625,72,PAYING
5597,33401.54,9.71,627.82,MO,0,36202,631,72,PAYING
5598,20382.25,12,406.19,MO,0,15965,691,72,PAYING
5599,16011.72,13,328.61,MO,0,15442,600,72,PAYING
5600,4050,21,153.9,MO,22,1839,533,36,PAYING
5601,18487.7,23,491.53,MO,0,12864,606,72,PAYING
5602,25276.56,12.2,511.91,MO,0,17863,655,72,PAYING
5603,9418.88,21,258.05,MO,0,11125,481,60,PAYING
5604,10691,21,291.72,MO,17,9400,589,60,PAYING
5605,13541.7,10.87,262.26,MO,0,12725,640,72,PAYING
5606,32552.94,11.41,638.73,MO,0,26134,679,72,PAYING
5607,14904.28,10,282.14,MO,0,13835,570,72,PAYING
5608,17453.97,12,348.28,MO,0,14488,602,72,PAYING
5609,18151.2,13,373.07,MO,0,13721,597,72,PAYING
5610,13858.56,10,261.46,MO,0,15731,638,72,PAYING
5611,14861.16,21,405.8,MO,39,10650,472,60,PAYING
5612,8187.39,13.7,173.85,MO,0,8007,588,72,PAYING
5613,22158.44,10.6,426.02,MO,0,0,643,72,PAYING
5614,21936.11,21,611.35,MO,0,16425,537,60,PAYING
5615,2775,21,105.45,MO,25,1850,481,36,PAYING
5616,26410.13,18,615.18,MO,0,22930,570,72,PAYING
5617,29997.34,13.5,715.6,MO,0,24167,782,60,PAYING
5618,10601.96,21.99,437.53,MO,0,0,NULL,54,PAYING
5619,10358.62,25.03,464.42,MO,0,0,NULL,48,PAYING
5620,6510.45,27.5,295.39,MO,0,0,NULL,42,PAYING
5621,9511.17,24.5,321.29,MO,46,0,NULL,54,PAYING
5622,13832.15,18.32,358.51,MO,0,0,NULL,66,PAYING
5623,19385.79,12.6,417.97,MO,0,17025,659,66,PAYING
5624,16781.51,12.7,341.22,MO,0,14486,695,72,PAYING
5625,18060.77,12,360.63,MO,0,17635,603,72,PAYING
5626,14985.16,13.7,359.26,MO,0,10896,568,60,PAYING
5627,41739.82,13.7,879.96,MO,0,32035,649,72,PAYING
5628,11867.36,11.2,266.21,MO,0,0,621,60,PAYING
5629,19019.8,10.7,366.67,MO,0,16453,642,72,PAYING
5630,20787.59,13.04,440.8,MO,0,17300,608,72,PAYING
5631,27152.66,11.76,536.64,MO,0,20389,644,72,PAYING
5632,12220.87,10.1,253.05,MO,0,12789,658,66,PAYING
5633,31814.24,12.7,646.65,MO,0,38000,603,72,PAYING
5634,16621.88,10.43,319.41,MO,0,17530,671,72,PAYING
5635,36124.4,18,837.86,MO,0,24592,634,72,PAYING
5636,8160,21,254.86,MO,12,6800,563,48,PAYING
5637,6512.91,21,180.09,MO,0,5500,521,60,PAYING
5638,19026.58,12.8,383.53,MO,11,25050,691,72,PAYING
5639,14167,11.09,278.79,MO,0,15807,648,72,PAYING
5640,37450.63,23,962.74,MO,19,37240,561,72,PAYING
5641,49024.5,13.7,1161.41,MO,0,39279,697,60,PAYING
5642,16772.49,10.6,344.71,MO,0,0,623,66,PAYING
5643,20034.2,11.2,390.07,MO,2,16325,616,72,PAYING
5644,22865.92,11.81,454.86,MO,0,19006,643,72,PAYING
5645,44867.72,10.86,885.04,MO,0,43952,685,72,PAYING
5646,17347.72,11.71,342.92,MO,0,15150,617,72,PAYING
5647,23679.62,11,458.92,MO,0,20450,651,72,PAYING
5648,4908.97,21,156.25,MO,0,3725,521,48,PAYING
5649,5587,21,174.49,MO,9,3725,525,48,PAYING
5650,15429.1,10.56,296.32,MO,0,16100,632,72,PAYING
5651,19707.84,11.66,389.84,MO,0,16675,671,72,PAYING
5652,34214.99,12.91,698.96,MO,0,29509,613,72,PAYING
5653,42697.56,12,851.99,MO,0,34742,661,72,PAYING
5654,19933.55,10,377.03,MO,0,20803,643,72,PAYING
5655,3842.56,21,147.87,MO,24,2150,548,36,PAYING
5656,38864.87,21.2,964.92,MO,2,31797,569,72,PAYING
5657,8080.92,21.6,311.6,MO,43,0,NULL,48,PAYING
5658,8547.05,23.86,350,MO,0,0,NULL,49,PAYING
5659,6973.04,16.97,313,MO,0,0,NULL,42,PAYING
5660,7529.4,16.94,345,MO,0,0,NULL,42,PAYING
5661,9258.23,23.97,426,MO,76,0,NULL,48,BUY BACK HOLD
5662,5611.48,20.55,485,MO,0,0,NULL,32,PAYING
5663,9198.3,21.73,344.27,MO,36,0,NULL,48,PAYING
5664,9245.06,16.96,383,MO,13,0,NULL,42,PAYING
5665,7357.36,20.76,272.46,MO,67,0,NULL,48,BUY BACK HOLD
5666,10086.71,20.77,396.4,MO,16,0,NULL,48,PAYING
5667,5468.19,20.41,485,MO,0,0,NULL,38,PAYING
5668,6522.13,16.85,355,MO,0,0,NULL,36,PAYING
5669,10042.2,16.97,362.99,MO,0,0,NULL,50,PAYING
5670,11278.67,20.15,465,MO,45,0,NULL,54,PAYING
5671,12103.28,23.68,495,MO,36,0,NULL,54,PAYING
5672,11123.48,23.84,477,MO,45,0,NULL,51,PAYING
5673,8547.5,23.87,354.56,MO,31,0,NULL,48,PAYING
5674,8826.17,16.99,315,MO,57,0,NULL,48,INSURANCE HOLD
5675,6904.3,16.96,320,MO,0,0,NULL,41,PAYING
5676,9252.11,21.23,420,MO,0,0,NULL,39,PAYING
5677,8772.55,16.97,380,MO,0,0,NULL,42,PAYING
5678,8410.77,16.98,426.53,MO,15,0,NULL,36,REPO HOLD
5679,8197.92,16.97,350,MO,0,0,NULL,42,PAYING
5680,6615.42,16.91,297,MO,0,0,NULL,42,PAYING
5681,7581.3,16.97,389,MO,8,0,NULL,36,PAYING
5682,7779.63,16.97,347,MO,0,0,NULL,42,PAYING
5683,9270.44,19.75,382,MO,0,0,NULL,42,PAYING
5684,7266.63,21.24,354,MO,0,0,NULL,36,PAYING
5685,11995.78,20.2,490,MO,0,0,NULL,54,PAYING
5686,4629.13,20.48,514,MO,0,0,NULL,39,PAYING
5687,7992.47,20.55,335,MO,0,0,NULL,48,PAYING
5688,10913.6,20.12,465,MO,17,0,NULL,54,PAYING
5689,9315.1,17.05,450,MO,5,0,NULL,54,PAYING
5690,12018.27,23.68,491.2,MO,8,0,NULL,54,PAYING
5691,8707.61,24.03,405,MO,13,0,NULL,46,PAYING
5692,9349.54,23.95,421,MO,25,0,NULL,46,PAYING
5693,8996.18,20.77,375,MO,0,0,NULL,48,INSURANCE HOLD
5694,9571.35,20.74,390,MO,0,0,NULL,48,PAYING
5695,2883.65,24.39,465,MO,46,0,NULL,19,PAYING
5696,11148.4,20.14,500,MO,13,0,NULL,54,PAYING
5697,8479.09,16.95,350,MO,0,0,NULL,42,PAYING
5698,11822.29,20.35,515,MO,76,0,NULL,48,INSURANCE HOLD
5699,10833.44,22.66,500,MO,0,0,NULL,54,PAYING
5700,11118.07,20.17,465,MO,30,0,NULL,51,PAYING
5701,23856.11,17,636.78,MO,0,0,NULL,72,PAYING
5702,19235.87,11,708.18,MO,9,0,NULL,54,PAYING
5703,21106.88,16,600,MO,0,0,NULL,60,PAYING
5704,15197.46,14,391.03,MO,0,0,NULL,60,PAYING
5705,19667.06,16,689.4,MO,0,0,NULL,48,PAYING
5706,9026.16,18,359.87,MO,0,0,NULL,42,PAYING
5707,21902.47,10.99,487.27,MO,15,0,NULL,72,PAYING
5708,22103.55,16,630.42,MO,7,0,NULL,54,PAYING
5709,5980.23,21,418.83,MO,0,0,NULL,28,PAYING
5710,8779.28,20.5,400.71,MO,0,0,NULL,36,PAYING
5711,15968.91,12.7,329.09,MO,0,15700,695,72,PAYING
5712,15539.27,10.93,301.47,MO,0,13997,618,72,PAYING
5713,27829.74,11.63,550.12,MO,0,30789,593,72,PAYING
5714,15577.38,13,319.22,MO,0,11898,542,72,PAYING
5715,36932.6,13.7,873.46,MO,0,28750,640,60,PAYING
5716,14710.56,19.5,399.02,MO,0,0,571,60,PAYING
5717,7065,21,192.78,MO,32,7850,513,60,PAYING
5718,3830.24,21,211.79,MO,0,2325,516,24,PAYING
5719,9563,21,298.68,MO,37,8300,451,48,BUY BACK HOLD
5720,14721.54,11.2,330.05,MO,0,0,635,60,PAYING
5721,20898.05,16.1,471.69,MO,0,17203,605,72,PAYING
5722,35504.36,11.6,701.08,MO,0,33052,625,72,PAYING
5723,18407.88,15.21,394.59,MO,0,14342,647,72,PAYING
5724,16373.46,11.5,382.46,MO,15,12688,565,60,PAYING
5725,21124.74,18,549.76,MO,0,14668,625,60,PAYING
5726,17258.13,12.6,349.3,MO,0,13790,567,72,PAYING
5727,21195.66,11.64,419.32,MO,0,17727,643,72,PAYING
5728,5099,21,139.13,MO,5,3775,474,60,PAYING
5729,15865.74,10.2,323.81,MO,0,0,665,66,PAYING
5730,20850.28,10.1,435.76,MO,0,30464,666,72,PAYING
5731,14566.37,21.2,403.14,MO,0,12606,620,60,PAYING
5732,20663.27,12.2,413.76,MO,0,13338,654,72,PAYING
5733,15144.8,13.19,307.1,MO,0,11480,699,72,PAYING
5734,11140.49,13.35,230.12,MO,0,12686,685,72,PAYING
5735,19445.61,10.79,375.81,MO,0,14775,650,72,PAYING
5736,15270.25,10.2,406.47,MO,0,0,643,48,PAYING
5737,16213.98,15.7,434.01,MO,0,0,551,54,PAYING
5738,14213.33,10.1,288.34,MO,0,14170,598,66,PAYING
5739,14409.76,23,414.36,MO,0,11548,560,60,PAYING
5740,7124,21,270.71,MO,27,4350,605,36,PAYING
5741,29277.06,16.1,640.68,MO,0,18409,591,72,PAYING
5742,19346.19,11.07,376.62,MO,0,18804,622,72,PAYING
5743,15051.62,11.08,289.92,MO,0,14175,665,72,PAYING
5744,18569.24,12,365.9,MO,0,14275,658,72,PAYING
5745,11241.79,13.7,234.55,MO,0,7771,648,72,PAYING
5746,41477.89,13.7,962.51,MO,14,33010,662,60,PAYING
5747,16886.45,21.2,422.47,MO,0,13888,553,72,PAYING
5748,23007.85,10.6,437.53,MO,0,13002,643,72,PAYING
5749,24411.38,13.7,564.24,MO,53,16317,690,60,PAYING
5750,29695.98,11.2,573.89,MO,0,20223,624,72,PAYING
5751,21967.6,16.45,485.16,MO,0,29925,630,72,PAYING
5752,15068.68,12.7,303.1,MO,0,12699,633,72,PAYING
5753,30030.91,8.22,542.42,MO,0,24340,696,72,PAYING
5754,20727.81,15,442.81,MO,0,16216,627,72,PAYING
5755,20726.97,23,596.71,MO,0,17466,578,60,PAYING
5756,15358.17,11.6,326.07,MO,0,0,633,66,PAYING
5757,30942.06,10.1,628.48,MO,0,19535,643,66,PAYING
5758,22860.81,11.7,476.1,MO,0,13727,608,66,PAYING
5759,35489.9,10.6,682.94,MO,0,0,660,72,PAYING
5760,15775.53,23,447.75,MO,13,11363,563,60,PAYING
5761,23640,12.86,477.13,MO,0,17025,672,72,PAYING
5762,26202.3,11.6,584.79,MO,0,21620,656,60,PAYING
5763,15499.03,18,360,MO,0,13682,619,72,PAYING
5764,19172.58,18,454.88,MO,0,14896,611,72,PAYING
5765,15501.11,15.7,336.62,MO,0,14250,682,72,PAYING
5766,24160.49,10,452.42,MO,0,22769,640,72,PAYING
5767,28581.7,10,537.71,MO,0,36686,689,72,PAYING
5768,21968.22,21.2,641.31,MO,0,17315,625,68,PAYING
5769,11371.43,13.7,236.42,MO,0,7644,573,72,PAYING
5770,18680.19,12.2,374.64,MO,0,13694,668,72,PAYING
5771,13855.03,11.7,336.47,MO,0,0,618,54,PAYING
5772,26365.42,11.2,515.46,MO,0,0,623,72,PAYING
5773,27200.5,10.6,524.49,MO,0,20069,662,72,PAYING
5774,20130.51,12.6,433.82,MO,5,0,610,66,PAYING
5775,26931.25,12.6,539.71,MO,0,16929,634,72,PAYING
5776,12048.12,11.6,237.8,MO,0,0,729,72,PAYING
5777,15088.94,10.47,285.99,MO,0,15325,632,72,PAYING
5778,14604.36,10.35,275.94,MO,0,27200,756,72,PAYING
5779,17437.77,13.12,354.44,MO,0,14850,675,72,PAYING
5780,19196.6,10.2,361.29,MO,0,15668,675,72,PAYING
5781,25967.23,21.2,650.02,MO,0,21262,615,72,PAYING
5782,8084.05,18,210.04,MO,0,5259,576,60,PAYING
5783,23358.11,10,513.49,MO,0,0,677,60,PAYING
5784,15917.64,10.64,306.87,MO,0,17025,636,72,PAYING
5785,17802.39,10.5,338.07,MO,0,14487,767,72,PAYING
5786,20965.72,10.4,455.51,MO,0,19025,679,60,PAYING
5787,18284.42,16.51,411.13,MO,0,15406,701,72,PAYING
5788,30088.57,13,610.03,MO,0,25117,605,72,PAYING
5789,25699.18,11.6,580.53,MO,0,0,616,60,PAYING
5790,27199.52,13.7,567.44,MO,0,23036,615,72,PAYING
5791,17359.84,10.2,328.56,MO,0,10833,729,72,PAYING
5792,14638,18,333.86,MO,4,11393,579,72,PAYING
5793,17624.19,13.8,368.52,MO,0,0,607,72,PAYING
5794,18602.94,15.02,428.46,MO,0,18437,605,72,PAYING
5795,19742.36,10,369.57,MO,0,18350,632,72,PAYING
5796,23234.78,12.7,531.6,MO,0,23775,652,60,PAYING
5797,16835.01,13.86,348.15,MO,0,13825,608,72,PAYING
5798,15925.5,11.75,312.31,MO,0,12050,645,72,PAYING
5799,22680.37,14.8,481.62,MO,0,24346,683,72,PAYING
5800,27388.09,12,617.56,MO,0,30494,664,60,PAYING
5801,19221.37,10,360.13,MO,0,15882,655,72,PAYING
5802,34131.93,13.7,717.52,MO,0,29484,576,72,PAYING
5803,28372.46,23,738.98,MO,0,23211,594,72,PAYING
5804,20776.34,11.2,427.7,MO,0,0,618,66,PAYING
5805,19364.33,12.2,388.23,MO,0,14727,687,72,PAYING
5806,12859.62,11.7,348.8,MO,0,0,634,48,PAYING
5807,36960.34,14.75,783.57,MO,0,0,640,72,PAYING
5808,22349.76,12.93,452.02,MO,0,17844,630,72,PAYING
5809,22937.1,9.81,427.1,MO,0,22757,673,72,PAYING
5810,21233.1,11.64,415.17,MO,0,21825,620,72,PAYING
5811,25140.74,15.1,539,MO,0,19982,601,72,PAYING
5812,14942.32,11.6,362.59,MO,0,13350,683,54,PAYING
5813,11010.9,21.2,275.63,MO,0,8874,561,72,PAYING
5814,17402.77,21.2,483.43,MO,0,14199,597,60,PAYING
5815,26601.13,10.2,536.54,MO,0,31296,659,66,PAYING
5816,19929.14,13.7,414.32,MO,0,14333,562,72,PAYING
5817,29151.42,9.5,536.89,MO,0,28390,586,72,PAYING
5818,23351.76,9.5,492.2,MO,26,0,640,60,PAYING
5819,3787.05,10.99,276.47,MO,0,0,NULL,20,PAYING
5820,14072.12,15.33,302.72,MO,0,13125,648,72,PAYING
5821,13027.18,10.88,249.66,MO,0,12675,650,72,PAYING
5822,11264,15.47,242.52,MO,0,9875,651,72,PAYING
5823,17177.28,9.5,317.24,MO,0,13401,656,72,PAYING
5824,18794.9,13.09,382.68,MO,0,16018,604,72,PAYING
5825,19173.39,10,359.13,MO,0,16599,536,72,PAYING
5826,13937.87,10,260.68,MO,0,0,631,72,PAYING
5827,31886.08,13.05,653.86,MO,0,23210,622,72,PAYING
5828,15533.94,13.7,363.2,MO,0,12485,621,60,PAYING
5829,35871.8,12.6,720.13,MO,0,0,617,72,PAYING
5830,15655.85,10.2,412.96,MO,0,0,726,48,PAYING
5831,14462.73,12.2,327.71,MO,0,9760,713,60,PAYING
5832,18767.76,12.7,377.38,MO,0,18673,612,72,PAYING
5833,16396.97,9.96,327.35,MO,0,16200,646,66,PAYING
5834,18556,11.72,384.55,MO,11,15523,630,66,PAYING
5835,11824.65,11.91,232.83,MO,0,13475,NULL,72,PAYING
5836,16455.23,10,307.63,MO,0,13363,635,72,PAYING
5837,10869.23,12,214.67,MO,0,10102,650,72,PAYING
5838,20865,12,412.22,MO,0,15939,632,72,PAYING
5839,26775.41,11.2,516.66,MO,0,21645,568,72,PAYING
5840,14984.67,10.2,388,MO,0,0,668,48,PAYING
5841,29007.28,11.75,573.02,MO,0,22150,701,72,PAYING
5842,15455.31,13.07,313.75,MO,0,15150,671,72,PAYING
5843,17139.49,11.61,339.95,MO,0,12661,671,72,PAYING
5844,28050.49,10,525.99,MO,0,37814,584,72,PAYING
5845,31096.71,23,811.56,MO,0,24597,581,72,PAYING
5846,20214.29,13.7,472.64,MO,0,13569,625,60,PAYING
5847,14918.6,10.15,386.64,MO,0,0,604,48,PAYING
5848,19232.26,10.1,370.1,MO,0,12378,651,72,PAYING
5849,26616.46,18,612.27,MO,0,17847,591,72,PAYING
5850,48509.41,21.2,1217.91,MO,0,45498,582,72,PAYING
5851,20562.65,16,455.05,MO,0,0,593,72,PAYING
5852,17992.57,12.6,365.78,MO,0,11720,627,72,PAYING
5853,20735.03,10.2,396.55,MO,0,12905,570,72,PAYING
5854,18701.89,10.58,355.94,MO,0,18575,613,72,PAYING
5855,15129.95,16.28,374.47,MO,0,11931,616,60,PAYING
5856,19616.04,12.7,394.44,MO,0,14300,652,72,PAYING
5857,18572.4,10.42,376.64,MO,0,16823,602,66,PAYING
5858,15187.81,19.5,365.41,MO,0,0,569,72,PAYING
5859,30221.21,9.5,557.97,MO,0,0,625,72,PAYING
5860,24308.94,11.2,469.56,MO,0,17029,576,72,PAYING
5861,14481.86,10,271,MO,0,0,666,72,PAYING
5862,12133.82,10.89,266.46,MO,0,9525,732,60,PAYING
5863,17715.75,16.1,388.61,MO,0,21079,699,72,PAYING
5864,12303.56,10.1,230.74,MO,0,15397,612,72,PAYING
5865,18743.02,11.5,365.53,MO,0,16979,605,72,PAYING
5866,15650,11.5,303.33,MO,12,15633,601,72,PAYING
