,LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus,Bad,Mo_Term,Mo_Payment,Rem_Term,Seasoning
0,1,6499.56,24.0,484.42,MO,1433,10125.0,578.0,60,CH 13 BANKRUPTCY,1,60.0,484.42,16.0,0.7333333333333333
1,3,3599.79,24.0,365.07,MO,1342,6400.0,598.0,60,CH 13 BANKRUPTCY,1,62.0,365.07,11.0,0.8225806451612904
2,4,2451.58,17.95,430.37,MO,1115,13275.0,573.0,60,CH 13 BANKRUPTCY,1,60.0,430.37,6.0,0.9
3,5,3594.28,17.99,369.48,MO,65,9250.0,598.0,72,PAYING,0,60.0,369.48,11.0,0.8166666666666667
4,6,3595.07,17.95,655.06,MO,101,18800.0,550.0,76,PAYING,0,72.0,655.06,6.0,0.9166666666666666
5,7,4002.6,16.95,256.81,BW,1258,11375.0,529.0,111,CH 13 BANKRUPTCY,1,35.0,554.7096,8.0,0.7714285714285715
6,8,4448.83,17.95,516.76,MO,0,13925.0,557.0,74,PAYING,0,111.0,516.76,9.0,0.918918918918919
7,9,1236.8,18.0,371.59,MO,547,10350.0,481.0,66,CH 13 BANKRUPTCY,1,74.0,371.59,3.0,0.9594594594594594
8,11,7241.13,18.0,420.42,MO,0,13225.0,500.0,75,PAYING,0,66.0,420.42,20.0,0.696969696969697
9,12,2649.18,18.0,455.21,MO,0,13075.0,570.0,74,PAYING,0,81.0,455.21,6.0,0.9259259259259259
10,13,14143.42,27.0,515.44,MO,887,11600.0,552.0,74,CH 13 BANKRUPTCY,1,75.0,515.44,43.0,0.4266666666666667
11,14,1225.07,15.0,454.62,MO,0,15100.0,614.0,79,PAYING,0,74.0,454.62,3.0,0.9594594594594594
12,15,5834.48,18.24,413.67,MO,59,11350.0,509.0,77,PAYING,0,74.0,413.67,16.0,0.7837837837837838
13,16,4819.9,23.95,521.55,MO,1,15475.0,551.0,74,PAYING,0,79.0,521.55,10.0,0.8734177215189873
14,17,12365.12,18.0,553.52,MO,395,13125.0,594.0,76,CH 13 BANKRUPTCY,1,77.0,553.52,27.0,0.6493506493506493
15,18,1410.93,25.0,219.37,MO,745,4300.0,618.0,60,CH 13 BANKRUPTCY,1,74.0,219.37,7.0,0.9054054054054054
16,19,8058.02,24.99,387.18,MO,1605,8600.0,514.0,48,CH 13 BANKRUPTCY,1,76.0,387.18,28.0,0.631578947368421
17,20,1782.68,24.0,403.66,MO,428,10175.0,506.0,72,CH 13 BANKRUPTCY,1,60.0,403.66,5.0,0.9166666666666666
18,21,9362.85,20.95,374.67,MO,1331,10425.0,528.0,72,CH 13 BANKRUPTCY,1,48.0,374.67,33.0,0.3125
19,22,3357.81,23.95,406.89,MO,25,8550.0,509.0,66,PAYING,0,72.0,406.89,9.0,0.875
20,23,11836.45,24.0,423.21,MO,749,10725.0,544.0,74,CH 13 BANKRUPTCY,1,72.0,423.21,41.0,0.4305555555555556
21,25,1667.02,18.99,373.55,MO,7,11775.0,528.0,74,PAYING,0,66.0,373.55,5.0,0.9242424242424242
22,27,5521.79,24.95,365.76,MO,87,9025.0,511.0,67,PAYING,0,74.0,365.76,18.0,0.7567567567567568
23,28,5273.21,21.0,436.0,MO,866,9150.0,563.0,60,CH 13 BANKRUPTCY,1,72.0,436.0,14.0,0.8055555555555556
24,30,3300.75,17.99,420.08,MO,4,11625.0,499.0,73,PAYING,0,74.0,420.08,8.0,0.8918918918918919
25,31,5550.87,20.57,475.58,MO,0,12675.0,444.0,67,PAYING,0,79.0,475.58,13.0,0.8354430379746836
26,33,1144.37,18.34,551.61,MO,0,17925.0,566.0,72,PAYING,0,67.0,551.61,2.0,0.9701492537313433
27,34,1065.13,28.0,235.0,MO,494,5350.0,531.0,48,PAYING,0,60.0,235.0,5.0,0.9166666666666666
28,35,2674.74,18.0,353.42,MO,0,11100.0,582.0,75,PAYING,0,62.0,353.42,8.0,0.8709677419354839
29,36,1164.52,18.23,396.82,MO,0,11050.0,589.0,75,PAYING,0,73.0,396.82,3.0,0.958904109589041
30,38,4115.98,18.03,367.61,MO,4,9625.0,450.0,75,PAYING,0,67.0,367.61,12.0,0.8208955223880597
31,39,4003.18,18.24,562.11,MO,37,17175.0,571.0,73,PAYING,0,73.0,562.11,8.0,0.8904109589041096
32,40,2181.98,18.5,414.2,MO,0,10600.0,510.0,78,PAYING,0,72.0,414.2,6.0,0.9166666666666666
33,41,3227.59,18.24,485.56,MO,84,13950.0,568.0,70,PAYING,0,48.0,485.56,7.0,0.8541666666666666
34,42,4096.28,18.0,441.6,MO,0,13450.0,617.0,75,PAYING,0,75.0,441.6,10.0,0.8666666666666667
35,43,3351.48,16.98,350.14,MO,93,11200.0,526.0,70,PAYING,0,75.0,350.14,10.0,0.8666666666666667
36,44,3570.4,18.02,425.16,MO,4,10725.0,506.0,77,PAYING,0,74.0,425.16,9.0,0.8783783783783784
37,45,1158.4,19.03,355.99,MO,31,10525.0,566.0,72,PAYING,0,75.0,355.99,3.0,0.96
38,46,3187.48,18.25,416.06,MO,4,11900.0,469.0,76,PAYING,0,73.0,416.06,8.0,0.8904109589041096
39,47,7059.27,18.0,433.38,MO,0,11475.0,568.0,74,PAYING,0,78.0,433.38,19.0,0.7564102564102564
40,48,1062.26,18.24,346.74,MO,14,9675.0,564.0,72,PAYING,0,70.0,346.74,3.0,0.9571428571428572
41,49,2296.88,18.24,435.93,MO,0,13200.0,542.0,74,PAYING,0,75.0,435.93,6.0,0.92
42,50,5572.16,21.0,599.93,MO,0,20075.0,539.0,74,PAYING,0,70.0,599.93,10.0,0.8571428571428571
43,51,8181.69,18.0,590.08,MO,8,17975.0,600.0,72,PAYING,0,77.0,590.08,16.0,0.7922077922077922
44,53,4418.71,22.75,172.77,BW,1231,5150.0,569.0,98,CH 13 BANKRUPTCY,1,33.0,373.18320000000006,14.0,0.5757575757575758
45,54,5219.73,18.98,555.39,MO,0,19050.0,592.0,75,PAYING,0,76.0,555.39,10.0,0.868421052631579
46,56,4186.28,23.99,424.5,MO,109,10575.0,566.0,62,REPO HOLD,0,74.0,424.5,11.0,0.8513513513513513
47,57,6275.11,27.99,376.09,MO,335,6850.0,551.0,60,CH 13 BANKRUPTCY,1,72.0,376.09,21.0,0.7083333333333334
48,58,4239.36,22.95,428.84,MO,0,8850.0,584.0,74,PAYING,0,74.0,428.84,11.0,0.8513513513513513
49,60,3535.0,15.95,379.63,MO,0,13975.0,628.0,72,PAYING,0,74.0,379.63,10.0,0.8648648648648649
50,61,5667.13,28.0,308.87,MO,1502,4175.0,620.0,36,REPO ASSIGN,1,72.0,308.87,24.0,0.6666666666666666
51,62,8957.05,24.95,462.19,MO,781,12500.0,501.0,59,CH 13 BANKRUPTCY,1,72.0,462.19,25.0,0.6527777777777778
52,64,2222.34,22.95,482.79,MO,36,10225.0,551.0,64,PAYING,0,98.0,482.79,5.0,0.9489795918367347
53,65,1255.18,25.0,449.48,MO,86,8150.0,574.0,65,PAYING,0,75.0,449.48,3.0,0.96
54,68,4825.1,22.95,499.45,MO,50,10525.0,467.0,72,PAYING,0,55.0,499.45,11.0,0.8
55,69,5182.55,20.91,393.53,MO,0,10925.0,569.0,62,PAYING,0,62.0,393.53,15.0,0.7580645161290323
56,71,2626.03,17.95,549.45,MO,4,15925.0,555.0,61,PAYING,0,60.0,549.45,5.0,0.9166666666666666
57,72,5938.1,25.0,463.27,MO,61,9050.0,614.0,66,PAYING,0,74.0,463.27,15.0,0.7972972972972973
58,73,2137.06,25.0,503.68,MO,943,9000.0,518.0,63,CH 13 BANKRUPTCY,1,66.0,503.68,4.0,0.9393939393939394
59,74,5849.61,21.0,545.31,MO,785,12475.0,395.0,63,CH 13 BANKRUPTCY,1,72.0,545.31,12.0,0.8333333333333334
60,75,3251.19,19.49,324.7,MO,0,9350.0,575.0,66,PAYING,0,36.0,324.7,11.0,0.6944444444444444
61,76,3960.01,18.5,208.22,MO,645,6600.0,708.0,60,REPO HOLD,1,59.0,208.22,23.0,0.6101694915254238
62,77,3934.91,24.9,253.46,MO,1320,4700.0,543.0,50,CH 13 BANKRUPTCY,1,72.0,253.46,19.0,0.7361111111111112
63,78,3237.1,25.0,434.82,MO,0,7300.0,542.0,69,PAYING,0,64.0,434.82,8.0,0.875
64,79,6834.22,18.24,469.64,MO,643,11300.0,598.0,72,CH 13 BANKRUPTCY,1,65.0,469.64,17.0,0.7384615384615385
65,80,1749.78,24.9,369.79,MO,925,5225.0,619.0,48,CH 13 BANKRUPTCY,1,72.0,369.79,5.0,0.9305555555555556
66,81,3596.6,20.57,345.23,MO,0,8900.0,742.0,72,PAYING,0,76.0,345.23,12.0,0.8421052631578947
67,82,2431.08,18.0,375.45,MO,0,8925.0,519.0,72,PAYING,0,72.0,375.45,7.0,0.9027777777777778
68,83,4207.51,18.0,380.74,MO,5,12325.0,560.0,72,PAYING,0,62.0,380.74,12.0,0.8064516129032258
69,84,2020.7,19.0,350.16,MO,0,12925.0,586.0,72,PAYING,0,61.0,350.16,6.0,0.9016393442622951
70,85,6460.51,18.01,578.0,MO,47,18975.0,682.0,75,PAYING,0,61.0,578.0,12.0,0.8032786885245902
71,86,3012.95,18.0,279.95,MO,70,7550.0,606.0,78,INSURANCE PAYMENT,0,66.0,279.95,12.0,0.8181818181818182
72,87,2742.38,18.24,368.68,MO,0,10225.0,614.0,72,PAYING,0,63.0,368.68,8.0,0.873015873015873
73,88,3746.37,18.0,376.13,MO,13,11050.0,560.0,73,PAYING,0,63.0,376.13,11.0,0.8253968253968254
74,89,3328.34,18.0,407.69,MO,0,10800.0,548.0,74,PAYING,0,66.0,407.69,9.0,0.8636363636363636
75,90,4090.7,18.24,332.56,MO,6,8925.0,534.0,76,PAYING,0,60.0,332.56,14.0,0.7666666666666667
76,91,3255.32,19.5,368.09,MO,0,8525.0,639.0,74,PAYING,0,50.0,368.09,10.0,0.8
77,92,7165.92,18.24,338.77,MO,98,9375.0,518.0,78,REPO HOLD,0,69.0,338.77,26.0,0.6231884057971014
78,93,3683.86,18.0,378.63,MO,8,9400.0,609.0,75,PAYING,0,72.0,378.63,11.0,0.8472222222222222
79,94,6624.28,18.24,490.8,MO,26,13500.0,534.0,75,PAYING,0,48.0,490.8,15.0,0.6875
80,96,15421.13,23.8,525.23,MO,7,12175.0,595.0,81,PAYING,0,72.0,525.23,44.0,0.3888888888888889
81,97,3410.96,18.05,410.77,MO,0,10975.0,511.0,70,PAYING,0,72.0,410.77,9.0,0.875
82,99,5098.81,18.0,384.64,MO,31,8975.0,519.0,73,PAYING,0,72.0,384.64,15.0,0.7916666666666666
83,100,6458.0,18.0,589.77,MO,0,17525.0,598.0,75,PAYING,0,72.0,589.77,12.0,0.8333333333333334
84,102,2779.15,18.24,435.89,MO,0,13450.0,594.0,72,PAYING,0,75.0,435.89,7.0,0.9066666666666666
85,103,8491.53,18.25,439.02,MO,0,11775.0,598.0,80,PAYING,0,78.0,439.02,23.0,0.7051282051282052
86,104,5082.61,18.0,379.09,MO,0,11250.0,527.0,74,PAYING,0,72.0,379.09,15.0,0.7916666666666666
87,105,2695.62,18.04,429.14,MO,0,11675.0,634.0,72,PAYING,0,73.0,429.14,7.0,0.9041095890410958
88,106,3356.23,18.24,346.67,MO,0,7750.0,508.0,72,PAYING,0,74.0,346.67,11.0,0.8513513513513513
89,107,2983.24,18.01,381.24,MO,0,9325.0,594.0,73,PAYING,0,76.0,381.24,8.0,0.8947368421052632
90,108,8076.59,18.0,363.43,MO,11,8775.0,543.0,80,PAYING,0,74.0,363.43,27.0,0.6351351351351351
91,111,3978.52,19.0,405.1,MO,52,10725.0,570.0,73,PAYING,0,78.0,405.1,11.0,0.8589743589743589
92,113,2110.18,18.0,427.5,MO,0,11050.0,455.0,72,PAYING,0,75.0,427.5,5.0,0.9333333333333333
93,114,4947.97,18.01,482.77,MO,63,9850.0,575.0,72,PAYING,0,75.0,482.77,11.0,0.8533333333333334
94,115,1817.79,19.0,294.11,MO,0,8500.0,540.0,68,PAYING,0,73.0,294.11,7.0,0.9041095890410958
95,117,1966.76,18.25,369.7,MO,0,10100.0,569.0,72,PAYING,0,81.0,369.7,6.0,0.9259259259259259
96,118,5577.66,18.44,469.69,MO,0,12550.0,559.0,75,PAYING,0,70.0,469.69,13.0,0.8142857142857143
97,119,9693.99,18.0,413.27,MO,4,9675.0,533.0,78,PAYING,0,76.0,413.27,29.0,0.618421052631579
98,121,9670.31,18.0,397.68,MO,0,9300.0,475.0,81,PAYING,0,73.0,397.68,30.0,0.589041095890411
99,122,3746.13,18.0,406.52,MO,0,12025.0,461.0,72,PAYING,0,75.0,406.52,10.0,0.8666666666666667
100,123,3423.22,18.0,341.05,MO,0,9700.0,591.0,72,PAYING,0,72.0,341.05,11.0,0.8472222222222222
101,125,8044.2,16.0,407.41,MO,0,14100.0,509.0,75,PAYING,0,72.0,407.41,23.0,0.6805555555555556
102,126,3368.86,18.43,294.91,MO,0,8250.0,504.0,74,PAYING,0,80.0,294.91,13.0,0.8375
103,127,7938.72,18.0,519.34,MO,0,13775.0,608.0,73,PAYING,0,74.0,519.34,17.0,0.7702702702702703
104,128,13094.31,18.01,689.06,MO,34,24750.0,455.0,78,PAYING,0,72.0,689.06,23.0,0.6805555555555556
105,130,4322.49,18.0,436.24,MO,0,11025.0,555.0,72,PAYING,0,72.0,436.24,11.0,0.8472222222222222
106,131,8597.5,18.0,449.25,MO,0,11100.0,608.0,77,PAYING,0,73.0,449.25,23.0,0.684931506849315
107,132,4712.71,18.0,428.84,MO,0,11100.0,609.0,73,PAYING,0,80.0,428.84,12.0,0.85
108,133,8207.37,18.49,388.25,MO,52,10225.0,548.0,76,PAYING,0,81.0,388.25,26.0,0.6790123456790124
109,137,10462.64,18.0,399.68,MO,0,12675.0,627.0,78,PAYING,0,76.0,399.68,33.0,0.5657894736842105
110,138,4148.58,18.0,450.39,MO,0,16000.0,616.0,72,PAYING,0,73.0,450.39,10.0,0.863013698630137
111,139,2404.66,21.05,309.19,MO,0,8600.0,527.0,60,PAYING,0,72.0,309.19,8.0,0.8888888888888888
112,142,6756.38,22.95,550.64,MO,66,12650.0,555.0,72,PAYING,0,72.0,550.64,14.0,0.8055555555555556
113,143,9173.32,24.0,507.84,MO,38,11400.0,511.0,67,PAYING,0,72.0,507.84,23.0,0.6805555555555556
114,144,9847.09,21.0,385.0,MO,909,4700.0,533.0,60,REPO HOLD,1,68.0,385.0,34.0,0.5
115,145,1173.26,15.2,218.0,SM,27,11050.0,519.0,124,PAYING,0,37.0,436.0,3.0,0.918918918918919
116,146,1595.39,15.0,422.73,MO,0,14625.0,604.0,72,PAYING,0,72.0,422.73,4.0,0.9444444444444444
117,147,4543.73,18.37,393.99,MO,4,9925.0,485.0,72,PAYING,0,75.0,393.99,13.0,0.8266666666666667
118,148,7625.82,17.5,498.81,MO,63,15850.0,455.0,72,PAYING,0,78.0,498.81,17.0,0.782051282051282
119,149,3548.24,18.0,492.15,MO,0,11850.0,631.0,72,PAYING,0,73.0,492.15,8.0,0.8904109589041096
120,150,5610.39,27.99,344.22,MO,656,8050.0,452.0,56,CH 13 BANKRUPTCY,1,81.0,344.22,21.0,0.7407407407407407
121,151,2782.08,27.99,352.59,MO,523,6850.0,589.0,52,CH 13 BANKRUPTCY,1,72.0,352.59,9.0,0.875
122,152,5207.39,27.99,398.76,MO,0,7450.0,522.0,68,PAYING,0,72.0,398.76,16.0,0.7777777777777778
123,153,4634.44,27.99,463.0,MO,56,8350.0,506.0,60,PAYING,0,77.0,463.0,12.0,0.8441558441558441
124,155,4603.91,27.99,488.03,MO,32,10800.0,497.0,62,PAYING,0,75.0,488.03,11.0,0.8533333333333334
125,156,1541.13,25.0,439.8,MO,133,8750.0,499.0,66,REPO ASSIGN,1,74.0,439.8,4.0,0.9459459459459459
126,157,1563.78,25.0,421.66,MO,0,8425.0,515.0,60,PAYING,0,73.0,421.66,4.0,0.9452054794520548
127,158,15078.71,17.99,582.05,MO,53,16175.0,583.0,78,PAYING,0,78.0,582.05,33.0,0.5769230769230769
128,160,4711.06,18.99,396.61,MO,0,8800.0,602.0,66,PAYING,0,78.0,396.61,13.0,0.8333333333333334
129,161,3806.54,18.25,406.84,MO,37,11325.0,569.0,64,PAYING,0,72.0,406.84,10.0,0.8611111111111112
130,162,5213.59,19.9,686.0,MO,0,20350.0,551.0,66,PAYING,0,77.0,686.0,8.0,0.8961038961038961
131,163,4769.51,18.99,356.25,MO,8,9575.0,561.0,75,PAYING,0,73.0,356.25,15.0,0.7945205479452054
132,164,3608.97,18.0,407.21,MO,24,11750.0,541.0,77,PAYING,0,76.0,407.21,10.0,0.868421052631579
133,166,8102.32,17.95,453.66,MO,70,11650.0,514.0,78,PAYING,0,72.0,453.66,21.0,0.7083333333333334
134,167,2392.72,22.0,431.53,MO,0,14225.0,543.0,72,PAYING,0,75.0,431.53,6.0,0.92
135,168,1797.15,19.99,315.42,MO,12,9600.0,575.0,61,PAYING,0,69.0,315.42,6.0,0.9130434782608695
136,169,2780.74,18.0,375.64,MO,0,11600.0,499.0,73,PAYING,0,78.0,375.64,8.0,0.8974358974358975
137,170,1267.21,27.0,438.33,MO,35,6975.0,561.0,64,PAYING,0,72.0,438.33,3.0,0.9583333333333334
138,171,4603.75,18.24,384.99,MO,73,9650.0,569.0,72,PAYING,0,60.0,384.99,13.0,0.7833333333333333
139,172,4057.63,18.02,521.03,MO,0,15650.0,609.0,72,PAYING,0,66.0,521.03,8.0,0.8787878787878788
140,173,10942.36,17.99,451.57,MO,4,15200.0,531.0,80,PAYING,0,75.0,451.57,30.0,0.6
141,174,5640.58,22.95,398.25,MO,0,9375.0,550.0,72,PAYING,0,72.0,398.25,17.0,0.7638888888888888
142,190,1897.08,19.99,325.53,MO,1109,4000.0,467.0,47,CH 13 BANKRUPTCY,1,67.0,325.53,6.0,0.9104477611940298
143,193,1825.35,18.61,450.03,MO,196,9800.0,503.0,68,REPO ASSIGN,1,60.0,450.03,4.0,0.9333333333333333
144,316,4604.68,20.99,420.0,MO,642,7025.0,609.0,69,CH 13 BANKRUPTCY,1,124.0,420.0,12.0,0.9032258064516129
145,513,9211.06,17.99,390.42,MO,3,11075.0,590.0,76,PAYING,0,72.0,390.42,29.0,0.5972222222222222
146,514,10557.5,17.99,482.34,MO,0,12200.0,600.0,74,PAYING,0,72.0,482.34,27.0,0.625
147,515,11466.12,17.99,421.23,MO,154,10575.0,540.0,76,REPO HOLD,1,72.0,421.23,35.0,0.5138888888888888
148,516,12385.6,18.37,533.06,MO,6,14900.0,566.0,77,PAYING,0,72.0,533.06,29.0,0.5972222222222222
149,517,1934.29,28.0,304.62,MO,93,5925.0,467.0,56,PAYING,0,56.0,304.62,7.0,0.875
150,518,4099.44,27.0,385.79,MO,0,7250.0,547.0,62,PAYING,0,52.0,385.79,12.0,0.7692307692307693
151,519,9099.8,17.99,413.22,MO,94,11350.0,534.0,76,REPO HOLD,0,68.0,413.22,27.0,0.6029411764705882
152,520,2730.35,28.0,337.32,MO,0,4625.0,598.0,63,PAYING,0,60.0,337.32,9.0,0.85
153,521,6001.02,27.0,433.78,MO,639,8400.0,425.0,63,CH 13 BANKRUPTCY,1,56.0,433.78,17.0,0.6964285714285714
154,522,1644.7,28.0,320.68,MO,0,5125.0,500.0,58,PAYING,0,62.0,320.68,6.0,0.9032258064516129
155,523,2700.75,19.99,575.0,MO,38,14175.0,560.0,64,PAYING,0,66.0,575.0,5.0,0.9242424242424242
156,524,11387.81,17.99,594.4,MO,4,20750.0,537.0,74,PAYING,0,60.0,594.4,23.0,0.6166666666666667
157,525,1304.85,25.0,375.81,MO,25,7000.0,472.0,60,PAYING,0,78.0,375.81,4.0,0.9487179487179487
158,526,8329.39,24.0,539.19,MO,130,11300.0,535.0,67,REPO ASSIGN,1,63.0,539.19,19.0,0.6984126984126984
159,527,5091.56,24.0,538.46,MO,66,12000.0,495.0,66,PAYING,0,66.0,538.46,11.0,0.8333333333333334
160,528,1737.38,27.0,411.26,MO,1135,6700.0,467.0,42,CH 13 BANKRUPTCY,1,64.0,411.26,4.0,0.9375
161,529,8561.44,24.95,351.72,MO,49,8225.0,498.0,68,PAYING,0,66.0,351.72,34.0,0.48484848484848486
162,530,2331.39,19.98,266.94,MO,10,5975.0,482.0,63,PAYING,0,75.0,266.94,10.0,0.8666666666666667
163,531,1102.69,27.99,392.02,MO,0,7900.0,519.0,52,PAYING,0,77.0,392.02,3.0,0.961038961038961
164,532,6002.19,27.99,333.4,MO,1648,3775.0,481.0,27,CH 07 BANKRUPTCY,1,68.0,333.4,24.0,0.6470588235294118
165,533,1849.54,27.99,351.5,MO,969,3550.0,435.0,36,CH 13 BANKRUPTCY,1,78.0,351.5,6.0,0.9230769230769231
166,535,3699.66,17.924,234.02,SM,149,9025.0,491.0,112,REPO HOLD,1,36.0,468.04,8.0,0.7777777777777778
167,537,1408.56,21.0,378.0,MO,68,6275.0,613.0,57,PAYING,0,61.0,378.0,4.0,0.9344262295081968
168,538,1736.44,21.0,409.0,MO,0,10050.0,486.0,63,PAYING,0,73.0,409.0,4.0,0.9452054794520548
169,539,2310.29,21.0,479.0,MO,76,12700.0,458.0,57,PAYING,0,64.0,479.0,5.0,0.921875
170,540,1969.92,21.0,436.0,MO,2,10075.0,626.0,62,PAYING,0,72.0,436.0,5.0,0.9305555555555556
171,543,4936.08,27.0,407.14,MO,832,7375.0,580.0,60,CH 13 BANKRUPTCY,1,72.0,407.14,14.0,0.8055555555555556
172,573,6226.19,15.05,399.67,MO,50,9150.0,511.0,64,PAYING,0,80.0,399.67,17.0,0.7875
173,574,3704.95,20.95,194.34,MO,72,4425.0,551.0,65,PAYING,0,72.0,194.34,23.0,0.6805555555555556
174,576,4331.54,18.24,459.31,MO,0,10100.0,634.0,62,PAYING,0,61.0,459.31,10.0,0.8360655737704918
175,577,7609.84,28.0,344.72,MO,698,5975.0,498.0,58,CH 13 BANKRUPTCY,1,71.0,344.72,31.0,0.5633802816901409
176,579,2116.13,28.0,307.9,MO,0,5075.0,446.0,56,PAYING,0,54.0,307.9,8.0,0.8518518518518519
177,580,12237.56,27.0,500.74,MO,799,9425.0,528.0,60,CH 13 BANKRUPTCY,1,70.0,500.74,36.0,0.4857142857142857
178,581,3686.53,26.0,479.45,MO,10,10200.0,505.0,58,PAYING,0,60.0,479.45,9.0,0.85
179,582,3867.13,21.99,344.62,MO,59,6450.0,554.0,61,PAYING,0,62.0,344.62,13.0,0.7903225806451613
180,583,2712.53,15.21,251.04,SM,0,9350.0,639.0,124,PAYING,0,33.0,502.08,6.0,0.8181818181818182
181,585,2412.02,15.22,532.09,MO,0,17600.0,543.0,60,PAYING,0,66.0,532.09,5.0,0.9242424242424242
182,586,4396.33,15.21,218.0,SM,137,6825.0,744.0,120,REPO ASSIGN,1,32.0,436.0,11.0,0.65625
183,587,1248.58,15.14,535.41,MO,18,11825.0,650.0,60,PAYING,0,46.0,535.41,2.0,0.9565217391304348
184,588,3838.15,15.1,262.0,SM,0,13000.0,529.0,120,PAYING,0,34.0,524.0,8.0,0.7647058823529411
185,589,1885.61,15.17,263.05,SM,0,10200.0,654.0,120,PAYING,0,24.0,526.1,4.0,0.8333333333333334
186,590,2401.41,15.09,288.0,SM,30,11800.0,552.0,124,PAYING,0,38.0,576.0,4.0,0.8947368421052632
187,591,1765.71,15.16,257.0,SM,50,9025.0,657.0,125,PAYING,0,33.0,514.0,4.0,0.8787878787878788
188,592,2889.75,15.22,218.0,SM,4,8675.0,638.0,120,PAYING,0,33.0,436.0,7.0,0.7878787878787878
189,593,2044.76,28.0,400.24,MO,4,6550.0,598.0,55,PAYING,0,47.0,400.24,6.0,0.8723404255319149
190,594,1941.46,24.95,594.81,MO,0,9800.0,564.0,58,PAYING,0,68.0,594.81,3.0,0.9558823529411765
191,595,2563.92,25.0,435.7,MO,67,7550.0,481.0,63,PAYING,0,72.0,435.7,6.0,0.9166666666666666
192,596,3614.74,28.0,400.62,MO,0,8975.0,481.0,61,PAYING,0,68.0,400.62,10.0,0.8529411764705882
193,598,4356.61,16.93,404.94,MO,10,7225.0,490.0,62,PAYING,0,60.0,404.94,12.0,0.8
194,600,5115.64,18.71,433.84,MO,18,9200.0,521.0,59,PAYING,0,70.0,433.84,13.0,0.8142857142857143
195,601,1034.4,18.73,305.31,MO,65,3550.0,497.0,44,PAYING,0,66.0,305.31,4.0,0.9393939393939394
196,602,1680.71,18.71,386.43,MO,105,7100.0,471.0,50,PAYING,0,65.0,386.43,5.0,0.9230769230769231
197,603,3345.49,16.9,354.59,MO,32,5400.0,510.0,57,PAYING,0,68.0,354.59,10.0,0.8529411764705882
198,604,1482.77,16.75,387.18,MO,0,8450.0,460.0,52,PAYING,0,66.0,387.18,4.0,0.9393939393939394
199,605,2862.27,24.98,318.41,MO,0,8225.0,582.0,60,PAYING,0,67.0,318.41,10.0,0.8507462686567164
200,606,5079.41,18.23,411.05,MO,8,11800.0,609.0,62,PAYING,0,66.0,411.05,14.0,0.7878787878787878
201,607,10250.62,26.0,481.11,MO,9,8500.0,505.0,66,PAYING,0,73.0,481.11,29.0,0.6027397260273972
202,608,4356.82,26.0,444.31,MO,0,8625.0,495.0,63,PAYING,0,67.0,444.31,11.0,0.835820895522388
203,609,4099.2,28.0,404.58,MO,31,6300.0,503.0,58,PAYING,0,72.0,404.58,12.0,0.8333333333333334
204,610,1813.48,21.0,398.3,MO,0,8675.0,701.0,60,PAYING,0,60.0,398.3,5.0,0.9166666666666666
205,611,3619.24,21.0,426.43,MO,0,7450.0,687.0,60,PAYING,0,66.0,426.43,9.0,0.8636363636363636
206,612,1624.21,21.0,293.46,MO,0,4475.0,809.0,60,PAYING,0,68.0,293.46,6.0,0.9117647058823529
207,614,3127.3,21.0,499.94,MO,53,10300.0,566.0,68,PAYING,0,69.0,499.94,7.0,0.8985507246376812
208,615,2640.9,21.0,382.7,MO,19,8000.0,636.0,60,PAYING,0,66.0,382.7,7.0,0.8939393939393939
209,616,4946.26,19.99,334.49,MO,0,6950.0,483.0,72,PAYING,0,66.0,334.49,17.0,0.7424242424242424
210,617,5733.7,24.99,219.52,BW,0,10350.0,570.0,148,PAYING,0,31.0,474.1632000000001,14.0,0.5483870967741935
211,618,10203.59,21.99,417.58,MO,0,7625.0,551.0,68,PAYING,0,69.0,417.58,33.0,0.5217391304347826
212,622,1260.68,19.0,452.0,MO,64,8500.0,536.0,59,PAYING,0,68.0,452.0,3.0,0.9558823529411765
213,623,4148.32,16.96,455.0,MO,21,9300.0,534.0,61,PAYING,0,66.0,455.0,10.0,0.8484848484848485
214,624,2758.41,16.78,275.0,BW,19,12900.0,615.0,145,PAYING,0,31.0,594.0,5.0,0.8387096774193549
215,625,1147.66,19.91,202.02,BW,0,7025.0,627.0,138,PAYING,0,31.0,436.36320000000006,3.0,0.9032258064516129
216,626,1922.3,21.99,423.91,MO,0,7175.0,531.0,72,PAYING,0,75.0,423.91,5.0,0.9333333333333333
217,627,1869.83,28.0,345.53,MO,9,6750.0,571.0,57,PAYING,0,66.0,345.53,6.0,0.9090909090909091
218,628,5904.77,26.0,376.85,MO,822,7075.0,557.0,57,REPO HOLD,1,60.0,376.85,19.0,0.6833333333333333
219,629,4255.75,28.0,499.04,MO,2,2850.0,536.0,57,PAYING,0,54.0,499.04,10.0,0.8148148148148148
220,630,4234.74,27.0,491.21,MO,6,9625.0,447.0,57,PAYING,0,69.0,491.21,10.0,0.855072463768116
221,631,3550.83,26.0,386.89,MO,0,7225.0,648.0,60,PAYING,0,66.0,386.89,10.0,0.8484848484848485
222,633,1091.76,21.0,514.87,MO,39,6600.0,666.0,49,PAYING,0,69.0,514.87,2.0,0.9710144927536232
