,LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,PaymentFrequency,DaysPastDue,OriginalValue,CreditScore,Term,AccountStatus,Bad,Mo_Term,Mo_Payment,Rem_Term,Seasoning
3521,4744,21659.65,11.24,435.58,MO,0,19180.0,577.0,72,PAYING,0,36.0,435.58,67.0,-0.8611111111111112
3522,4745,24046.02,12.0,494.99,MO,0,19971.0,648.0,72,PAYING,0,42.0,494.99,67.0,-0.5952380952380952
3523,4746,17716.85,13.0,374.84,MO,0,15406.0,609.0,72,PAYING,0,36.0,374.84,67.0,-0.8611111111111112
3524,4747,36481.33,10.0,710.49,MO,0,33469.0,533.0,72,PAYING,0,36.0,710.49,67.0,-0.8611111111111112
3525,4748,24785.78,10.21,487.23,MO,0,20362.0,615.0,72,PAYING,0,47.0,487.23,67.0,-0.425531914893617
3526,4749,25016.56,12.0,515.96,MO,0,22042.0,612.0,72,PAYING,0,36.0,515.96,67.0,-0.8611111111111112
3527,4750,15505.99,10.0,303.22,MO,0,14602.0,612.0,72,PAYING,0,59.0,303.22,67.0,-0.13559322033898305
3528,4751,16543.94,10.31,325.81,MO,0,19853.0,584.0,72,PAYING,0,24.0,325.81,67.0,-1.7916666666666667
3529,4752,24374.18,12.04,507.88,MO,0,26801.0,586.0,72,PAYING,0,42.0,507.88,66.0,-0.5714285714285714
3530,4754,12573.51,12.6,262.26,MO,0,11791.0,649.0,72,PAYING,0,42.0,262.26,67.0,-0.5952380952380952
3531,4755,26612.04,10.6,534.15,MO,0,33198.0,608.0,72,PAYING,0,35.0,534.15,66.0,-0.8857142857142857
3532,4756,29008.83,10.94,578.85,MO,0,28425.0,619.0,72,PAYING,0,42.0,578.85,67.0,-0.5952380952380952
3533,4757,16712.9,10.6,332.11,MO,0,20550.0,612.0,72,PAYING,0,36.0,332.11,67.0,-0.8611111111111112
3534,4759,17606.22,13.35,440.35,MO,0,15418.0,624.0,60,PAYING,0,18.0,440.35,53.0,-1.9444444444444444
3535,4760,21922.97,10.24,429.06,MO,0,19282.0,596.0,72,PAYING,0,36.0,429.06,67.0,-0.8611111111111112
3536,4761,24998.32,10.22,474.54,MO,79,24982.0,627.0,72,REPO ASSIGN,0,71.0,474.54,70.0,0.014084507042253521
3537,4762,17735.07,13.31,371.32,MO,18,13942.0,606.0,72,PAYING,0,42.0,371.32,68.0,-0.6190476190476191
3538,4763,22008.27,13.25,466.69,MO,0,23545.0,581.0,72,PAYING,0,36.0,466.69,67.0,-0.8611111111111112
3539,4764,15770.41,12.23,326.09,MO,0,17033.0,637.0,72,PAYING,0,40.0,326.09,67.0,-0.675
3540,4765,13604.91,10.38,267.82,MO,0,11527.0,645.0,72,PAYING,0,48.0,267.82,67.0,-0.3958333333333333
3541,4766,22767.21,10.23,447.74,MO,0,18956.0,580.0,72,PAYING,0,36.0,447.74,67.0,-0.8611111111111112
3542,4767,16490.84,15.0,362.56,MO,0,14340.0,527.0,72,PAYING,0,43.0,362.56,68.0,-0.5813953488372093
3543,4768,24386.18,12.21,522.68,MO,0,19977.0,622.0,72,PAYING,0,59.0,522.68,64.0,-0.0847457627118644
3544,4769,21454.69,12.0,443.24,MO,0,21239.0,604.0,72,PAYING,0,35.0,443.24,67.0,-0.9142857142857143
3545,4770,12191.13,13.0,343.84,MO,0,11244.0,571.0,50,PAYING,0,36.0,343.84,45.0,-0.25
3546,4771,26612.53,15.0,578.86,MO,18,25341.0,553.0,72,PAYING,0,36.0,578.86,69.0,-0.9166666666666666
3547,4772,16675.4,12.32,345.62,MO,0,18423.0,591.0,72,PAYING,0,36.0,345.62,67.0,-0.8611111111111112
3548,4773,9614.39,13.7,239.78,MO,0,7212.0,575.0,60,PAYING,0,59.0,239.78,54.0,0.0847457627118644
3549,4774,12020.89,10.6,239.58,MO,0,12714.0,641.0,72,PAYING,0,36.0,239.58,67.0,-0.8611111111111112
3550,4775,15070.83,16.59,347.19,MO,0,13894.0,656.0,72,PAYING,0,42.0,347.19,67.0,-0.5952380952380952
3551,4777,11530.36,12.0,331.68,MO,0,12404.0,677.0,48,PAYING,0,42.0,331.68,43.0,-0.023809523809523808
3552,4778,15407.94,10.34,303.84,MO,0,16507.0,645.0,72,PAYING,0,53.0,303.84,67.0,-0.2641509433962264
3553,4779,15050.48,12.36,312.57,MO,0,14192.0,627.0,72,PAYING,0,36.0,312.57,67.0,-0.8611111111111112
3554,4780,17609.88,12.21,358.4,MO,18,13904.0,633.0,72,PAYING,0,53.0,358.4,68.0,-0.2830188679245283
3555,4781,17281.67,15.32,387.85,MO,0,14294.0,564.0,72,PAYING,0,82.0,387.85,66.0,0.1951219512195122
3556,4782,26698.46,13.2,571.42,MO,0,23163.0,529.0,72,PAYING,0,41.0,571.42,66.0,-0.6097560975609756
3557,4783,18560.39,12.29,383.02,MO,0,14542.0,609.0,72,PAYING,0,42.0,383.02,67.0,-0.5952380952380952
3558,4784,14168.38,13.38,301.8,MO,0,13912.0,591.0,72,PAYING,0,59.0,301.8,67.0,-0.13559322033898305
3559,4785,13795.35,13.39,293.73,MO,0,12223.0,600.0,72,PAYING,0,47.0,293.73,67.0,-0.425531914893617
3560,4786,16497.22,12.0,341.86,MO,0,13725.0,621.0,72,PAYING,0,47.0,341.86,66.0,-0.40425531914893614
3561,4787,18734.91,13.05,394.25,MO,3,17278.0,612.0,72,PAYING,0,146.0,394.25,67.0,0.541095890410959
3562,4788,19598.15,10.26,387.17,MO,0,19872.0,657.0,72,PAYING,0,72.0,387.17,67.0,0.06944444444444445
3563,4789,13913.33,10.0,264.2,MO,53,11525.0,570.0,72,PAYING,0,72.0,264.2,70.0,0.027777777777777776
3564,4790,16949.26,12.2,351.49,MO,0,13685.0,707.0,72,PAYING,0,72.0,351.49,67.0,0.06944444444444445
3565,4791,24741.91,11.5,503.08,MO,0,22700.0,581.0,72,PAYING,0,72.0,503.08,67.0,0.06944444444444445
3566,4792,20269.15,11.94,415.85,MO,0,21525.0,657.0,72,PAYING,0,72.0,415.85,67.0,0.06944444444444445
3567,4793,19721.63,10.27,395.46,MO,0,20388.0,661.0,72,PAYING,0,72.0,395.46,65.0,0.09722222222222222
3568,4794,10264.02,10.1,233.88,MO,0,9791.0,581.0,72,PAYING,0,72.0,233.88,55.0,0.2361111111111111
3569,4795,15319.61,12.35,317.77,MO,0,12661.0,647.0,72,PAYING,0,72.0,317.77,67.0,0.06944444444444445
3570,4796,11645.04,10.45,230.33,MO,0,11154.0,639.0,72,PAYING,0,72.0,230.33,67.0,0.06944444444444445
3571,4797,18765.7,14.0,405.84,MO,0,17554.0,617.0,72,PAYING,0,72.0,405.84,67.0,0.06944444444444445
3572,4798,17166.28,13.0,362.17,MO,0,15553.0,592.0,72,PAYING,0,72.0,362.17,67.0,0.06944444444444445
3573,4799,14063.07,15.4,313.52,MO,18,17209.0,575.0,72,PAYING,0,61.0,313.52,67.0,-0.09836065573770492
3574,4800,13954.77,10.37,275.51,MO,0,11810.0,658.0,72,PAYING,0,72.0,275.51,67.0,0.06944444444444445
3575,4801,19592.95,12.3,484.39,MO,0,19384.0,642.0,61,PAYING,0,72.0,484.39,53.0,0.2638888888888889
3576,4802,18953.23,12.28,392.75,MO,0,16432.0,666.0,72,PAYING,0,74.0,392.75,67.0,0.0945945945945946
3577,4803,27134.78,12.2,557.81,MO,0,20772.0,613.0,72,PAYING,0,72.0,557.81,67.0,0.06944444444444445
3578,4804,20434.72,10.17,401.14,MO,0,17186.0,668.0,72,PAYING,0,72.0,401.14,67.0,0.06944444444444445
3579,4805,19805.69,12.27,410.76,MO,0,20800.0,533.0,72,PAYING,0,72.0,410.76,67.0,0.06944444444444445
3580,4871,23369.52,10.39,461.09,MO,0,20458.0,617.0,72,PAYING,0,52.0,461.09,67.0,-0.28846153846153844
3581,4872,30383.47,12.19,668.19,MO,0,23829.0,622.0,66,PAYING,0,72.0,668.19,61.0,0.1527777777777778
3582,4873,13852.0,12.39,286.8,MO,0,12074.0,655.0,72,PAYING,0,72.0,286.8,67.0,0.06944444444444445
3583,4874,16524.47,12.22,347.82,MO,0,14204.0,599.0,70,PAYING,0,72.0,347.82,65.0,0.09722222222222222
3584,4875,21959.51,10.0,430.99,MO,0,19171.0,563.0,72,PAYING,0,60.0,430.99,67.0,-0.11666666666666667
3585,4876,29309.29,12.12,605.69,MO,0,32308.0,664.0,72,PAYING,0,72.0,605.69,67.0,0.06944444444444445
3586,4877,13651.26,10.38,269.58,MO,0,15085.0,614.0,72,PAYING,0,72.0,269.58,67.0,0.06944444444444445
3587,4878,27744.5,10.19,542.86,MO,0,22983.0,645.0,72,PAYING,0,74.0,542.86,67.0,0.0945945945945946
3588,4879,25168.52,10.0,492.27,MO,0,27447.0,660.0,72,PAYING,0,72.0,492.27,67.0,0.06944444444444445
3589,4880,27664.06,14.0,586.03,MO,17,31934.0,506.0,72,PAYING,0,72.0,586.03,69.0,0.041666666666666664
3590,4881,11610.72,18.0,275.81,MO,0,8328.0,618.0,72,PAYING,0,72.0,275.81,67.0,0.06944444444444445
3591,4882,16785.66,10.6,332.99,MO,0,15068.0,603.0,72,PAYING,0,72.0,332.99,67.0,0.06944444444444445
3592,4883,19409.97,10.6,385.14,MO,0,15900.0,614.0,72,PAYING,0,72.0,385.14,67.0,0.06944444444444445
3593,4884,17986.82,10.2,352.66,MO,0,18230.0,587.0,72,PAYING,0,72.0,352.66,67.0,0.06944444444444445
3594,4885,18779.34,12.0,537.43,MO,0,15322.0,612.0,48,PAYING,0,72.0,537.43,43.0,0.4027777777777778
3595,4886,21107.76,11.25,426.43,MO,0,22925.0,603.0,72,PAYING,0,72.0,426.43,67.0,0.06944444444444445
3596,4887,19294.23,13.28,412.9,MO,0,16797.0,572.0,72,PAYING,0,72.0,412.9,66.0,0.08333333333333333
3597,4888,14171.81,10.37,274.25,MO,16,13130.0,591.0,72,PAYING,0,72.0,274.25,69.0,0.041666666666666664
3598,4889,15984.9,15.36,347.99,MO,44,12499.0,511.0,72,PAYING,0,72.0,347.99,70.0,0.027777777777777776
3599,4890,18362.76,12.0,379.62,MO,0,17221.0,575.0,72,PAYING,0,72.0,379.62,66.0,0.08333333333333333
3600,4891,18500.94,12.29,383.7,MO,0,15032.0,614.0,72,PAYING,0,72.0,383.7,67.0,0.06944444444444445
3601,4892,16464.46,12.0,338.92,MO,0,15697.0,692.0,72,PAYING,0,72.0,338.92,67.0,0.06944444444444445
3602,4893,16306.35,13.33,345.83,MO,0,14059.0,639.0,72,PAYING,0,60.0,345.83,67.0,-0.11666666666666667
3603,4894,17271.06,10.0,338.02,MO,0,18326.0,701.0,72,PAYING,0,72.0,338.02,67.0,0.06944444444444445
3604,4895,33702.56,12.16,696.74,MO,0,28358.0,680.0,72,PAYING,0,72.0,696.74,67.0,0.06944444444444445
3605,4896,24075.67,13.22,512.22,MO,0,19693.0,605.0,72,PAYING,0,60.0,512.22,67.0,-0.11666666666666667
3606,4897,15101.33,16.11,411.24,MO,0,19177.0,628.0,72,PAYING,0,72.0,411.24,51.0,0.2916666666666667
3607,4899,28000.64,12.19,579.73,MO,0,22714.0,589.0,72,PAYING,0,72.0,579.73,67.0,0.06944444444444445
3608,4900,47477.84,15.08,1051.11,MO,0,36758.0,640.0,72,PAYING,0,72.0,1051.11,67.0,0.06944444444444445
3609,4901,11347.45,13.48,242.48,MO,0,12266.0,632.0,72,PAYING,0,72.0,242.48,67.0,0.06944444444444445
3610,4902,14259.86,15.0,348.27,MO,0,21026.0,486.0,64,PAYING,0,72.0,348.27,58.0,0.19444444444444445
3611,4903,19681.1,12.27,406.26,MO,0,16202.0,644.0,72,PAYING,0,72.0,406.26,67.0,0.06944444444444445
3612,4904,13332.69,12.27,275.5,MO,0,14316.0,614.0,72,PAYING,0,73.0,275.5,67.0,0.0821917808219178
3613,4905,16270.16,10.32,319.63,MO,0,13434.0,649.0,72,PAYING,0,72.0,319.63,67.0,0.06944444444444445
3614,4906,12852.84,12.28,259.87,MO,15,12210.0,547.0,72,PAYING,0,72.0,259.87,69.0,0.041666666666666664
3615,4907,19044.48,12.28,396.5,MO,0,20864.0,624.0,72,PAYING,0,72.0,396.5,66.0,0.08333333333333333
3616,4908,18854.29,15.3,411.66,MO,13,18504.0,584.0,72,PAYING,0,73.0,411.66,69.0,0.0547945205479452
3617,4909,24834.39,10.21,487.39,MO,0,19823.0,598.0,72,PAYING,0,48.0,487.39,67.0,-0.3958333333333333
3618,4910,24750.21,12.21,520.86,MO,0,18735.0,645.0,72,PAYING,0,72.0,520.86,65.0,0.09722222222222222
3619,4911,8610.84,12.0,180.78,MO,0,10637.0,642.0,72,PAYING,0,72.0,180.78,65.0,0.09722222222222222
3620,4912,13762.35,11.38,278.78,MO,0,10870.0,573.0,72,PAYING,0,72.0,278.78,67.0,0.06944444444444445
3621,4913,44342.93,12.6,924.97,MO,0,36437.0,655.0,72,PAYING,0,72.0,924.97,67.0,0.06944444444444445
3622,4915,36796.69,10.0,711.34,MO,18,26559.0,656.0,72,PAYING,0,72.0,711.34,68.0,0.05555555555555555
3623,4916,12834.82,12.0,333.2,MO,0,10230.0,607.0,54,PAYING,0,67.0,333.2,49.0,0.26865671641791045
3624,4917,3510.89,12.0,253.79,MO,40,11528.0,636.0,72,INSURANCE PAYMENT,0,72.0,253.79,15.0,0.7916666666666666
3625,4918,18251.16,13.3,387.81,MO,0,13701.0,611.0,72,PAYING,0,72.0,387.81,67.0,0.06944444444444445
3626,4919,16840.73,12.32,343.12,MO,12,13385.0,594.0,72,PAYING,0,72.0,343.12,69.0,0.041666666666666664
3627,4920,32669.0,12.16,674.98,MO,0,30008.0,650.0,72,PAYING,0,72.0,674.98,67.0,0.06944444444444445
3628,4921,12414.11,12.43,258.71,MO,0,9888.0,630.0,72,PAYING,0,54.0,258.71,67.0,-0.24074074074074073
3629,4922,27785.56,12.2,565.55,MO,12,25454.0,561.0,72,PAYING,0,72.0,565.55,68.0,0.05555555555555555
3630,4923,22284.3,12.24,461.39,MO,0,21986.0,620.0,72,PAYING,0,72.0,461.39,67.0,0.06944444444444445
3631,4924,14852.72,12.36,303.89,MO,12,16478.0,641.0,72,PAYING,0,72.0,303.89,68.0,0.05555555555555555
3632,4925,14800.41,13.24,314.6,MO,0,12651.0,561.0,72,PAYING,0,72.0,314.6,67.0,0.06944444444444445
3633,4926,23190.39,13.24,476.96,MO,40,17058.0,542.0,72,PAYING,0,72.0,476.96,70.0,0.027777777777777776
3634,4927,20127.96,13.27,418.81,MO,12,15729.0,613.0,72,PAYING,0,72.0,418.81,69.0,0.041666666666666664
3635,4928,31369.99,12.17,646.95,MO,0,24019.0,632.0,72,PAYING,0,72.0,646.95,67.0,0.06944444444444445
3636,4929,12273.33,10.42,241.91,MO,0,10629.0,575.0,72,PAYING,0,72.0,241.91,67.0,0.06944444444444445
3637,4930,28452.77,12.13,585.01,MO,0,26255.0,608.0,72,PAYING,0,72.0,585.01,67.0,0.06944444444444445
3638,4931,22198.01,12.15,484.29,MO,0,22253.0,636.0,72,PAYING,0,72.0,484.29,62.0,0.1388888888888889
3639,4932,14316.55,10.36,282.59,MO,0,11444.0,711.0,72,PAYING,0,60.0,282.59,67.0,-0.11666666666666667
3640,4933,18085.76,12.3,374.87,MO,0,18526.0,722.0,72,PAYING,0,42.0,374.87,67.0,-0.5952380952380952
3641,4934,13189.95,13.41,281.99,MO,0,10983.0,632.0,72,PAYING,0,72.0,281.99,67.0,0.06944444444444445
3642,4935,40131.73,12.09,833.34,MO,0,36998.0,556.0,72,PAYING,0,72.0,833.34,66.0,0.08333333333333333
3643,4936,18776.15,11.28,380.29,MO,0,14211.0,665.0,72,PAYING,0,72.0,380.29,67.0,0.06944444444444445
3644,4937,17937.41,13.3,381.24,MO,0,14021.0,643.0,72,PAYING,0,72.0,381.24,67.0,0.06944444444444445
3645,4938,8510.75,12.2,202.54,MO,0,7412.0,694.0,60,PAYING,0,60.0,202.54,55.0,0.08333333333333333
3646,4939,38838.75,13.8,819.61,MO,11,29923.0,544.0,72,PAYING,0,72.0,819.61,69.0,0.041666666666666664
3647,4940,13413.01,10.69,310.16,MO,0,11625.0,718.0,60,PAYING,0,72.0,310.16,55.0,0.2361111111111111
3648,4941,34904.02,12.15,720.39,MO,0,30175.0,531.0,72,PAYING,0,72.0,720.39,67.0,0.06944444444444445
3649,4942,19408.44,12.28,402.09,MO,0,20218.0,556.0,72,PAYING,0,72.0,402.09,67.0,0.06944444444444445
3650,4943,12581.73,10.4,253.79,MO,0,13247.0,598.0,72,PAYING,0,72.0,253.79,65.0,0.09722222222222222
3651,4944,15793.01,12.0,325.32,MO,0,16239.0,645.0,72,PAYING,0,72.0,325.32,67.0,0.06944444444444445
3652,4945,16434.25,12.33,339.75,MO,0,15454.0,609.0,72,PAYING,0,36.0,339.75,67.0,-0.8611111111111112
3653,4946,22410.64,12.24,462.26,MO,0,17072.0,584.0,72,PAYING,0,36.0,462.26,67.0,-0.8611111111111112
3654,4947,24681.11,12.21,514.39,MO,0,19044.0,662.0,72,PAYING,0,42.0,514.39,66.0,-0.5714285714285714
3655,4948,12355.32,13.7,264.42,MO,0,11798.0,565.0,72,PAYING,0,36.0,264.42,67.0,-0.8611111111111112
3656,4949,19591.91,10.2,385.07,MO,0,13501.0,619.0,72,PAYING,0,48.0,385.07,67.0,-0.3958333333333333
3657,4950,38678.2,10.7,769.87,MO,0,31425.0,623.0,72,PAYING,0,36.0,769.87,67.0,-0.8611111111111112
3658,4951,11318.4,11.2,228.13,MO,0,13325.0,638.0,72,PAYING,0,48.0,228.13,67.0,-0.3958333333333333
3659,4952,10475.71,11.96,215.19,MO,0,10150.0,676.0,72,PAYING,0,42.0,215.19,67.0,-0.5952380952380952
3660,4953,16816.36,12.32,348.5,MO,0,16151.0,648.0,72,PAYING,0,36.0,348.5,67.0,-0.8611111111111112
3661,4954,12046.15,12.3,245.97,MO,10,11731.0,562.0,72,PAYING,0,36.0,245.97,68.0,-0.8888888888888888
3662,4955,28002.07,12.2,557.09,MO,70,27802.0,582.0,72,PAYING,0,44.0,557.09,71.0,-0.6136363636363636
3663,4956,9609.93,13.8,295.1,MO,0,11129.0,607.0,46,PAYING,0,48.0,295.1,41.0,0.14583333333333334
3664,4957,25344.27,12.04,505.02,MO,53,21629.0,643.0,72,PAYING,0,36.0,505.02,70.0,-0.9444444444444444
3665,4958,11126.21,13.48,238.87,MO,0,11467.0,595.0,72,PAYING,0,48.0,238.87,66.0,-0.375
3666,4960,21633.8,12.25,442.81,MO,10,20304.0,634.0,72,PAYING,0,60.0,442.81,68.0,-0.13333333333333333
3667,4961,20036.0,12.27,415.3,MO,0,19363.0,629.0,72,PAYING,0,48.0,415.3,67.0,-0.3958333333333333
3668,4962,27145.59,13.2,575.25,MO,0,21138.0,597.0,72,PAYING,0,38.0,575.25,67.0,-0.7631578947368421
3669,4963,17636.55,10.3,347.06,MO,0,17105.0,594.0,72,PAYING,0,48.0,347.06,67.0,-0.3958333333333333
3670,4964,16477.98,12.0,333.44,MO,10,13911.0,612.0,72,PAYING,0,48.0,333.44,68.0,-0.4166666666666667
3671,4965,23912.12,13.7,517.0,MO,0,18243.0,681.0,72,PAYING,0,70.0,517.0,66.0,0.05714285714285714
3672,4966,13600.85,10.1,385.98,MO,0,18350.0,732.0,48,PAYING,0,24.0,385.98,42.0,-0.75
3673,4967,17619.31,10.49,347.42,MO,0,16104.0,621.0,72,PAYING,0,42.0,347.42,67.0,-0.5952380952380952
3674,4968,23550.45,12.85,495.51,MO,0,27150.0,648.0,72,PAYING,0,48.0,495.51,67.0,-0.3958333333333333
3675,4969,18906.59,12.28,395.58,MO,0,18332.0,601.0,72,PAYING,0,48.0,395.58,66.0,-0.375
3676,4970,11145.47,10.66,306.03,MO,0,15009.0,612.0,48,PAYING,0,48.0,306.03,44.0,0.08333333333333333
3677,4971,16381.31,13.33,344.95,MO,9,14529.0,664.0,72,PAYING,0,60.0,344.95,68.0,-0.13333333333333333
3678,4972,25912.35,14.22,541.75,MO,99,24567.0,554.0,72,CH 07 BK NOTICE,0,72.0,541.75,71.0,0.013888888888888888
3679,4973,18231.25,12.0,374.34,MO,0,15286.0,609.0,72,PAYING,0,72.0,374.34,67.0,0.06944444444444445
3680,4974,25539.11,15.03,616.0,MO,0,25449.0,567.0,72,PAYING,0,72.0,616.0,59.0,0.18055555555555555
3681,4975,15563.72,13.0,332.68,MO,0,12892.0,660.0,72,PAYING,0,72.0,332.68,66.0,0.08333333333333333
3682,4976,24175.93,15.23,538.8,MO,0,24287.0,626.0,72,PAYING,0,72.0,538.8,67.0,0.06944444444444445
3683,4977,15405.16,18.0,406.16,MO,19,13695.0,573.0,60,PAYING,0,72.0,406.16,57.0,0.20833333333333334
3684,4978,16511.44,11.92,337.54,MO,0,22428.0,632.0,72,PAYING,0,72.0,337.54,67.0,0.06944444444444445
3685,4979,19896.24,12.7,414.04,MO,0,17887.0,687.0,72,PAYING,0,72.0,414.04,67.0,0.06944444444444445
3686,4980,26736.12,12.84,562.04,MO,0,22450.0,662.0,72,PAYING,0,72.0,562.04,67.0,0.06944444444444445
3687,4981,10803.51,10.42,213.52,MO,0,10600.0,623.0,72,PAYING,0,72.0,213.52,67.0,0.06944444444444445
3688,4982,11397.58,10.58,314.97,MO,0,31688.0,631.0,51,PAYING,0,72.0,314.97,44.0,0.3888888888888889
3689,4983,13492.19,12.0,273.25,MO,8,12944.0,542.0,72,PAYING,0,72.0,273.25,68.0,0.05555555555555555
3690,4984,26043.7,11.0,503.28,MO,34,23934.0,458.0,72,PAYING,0,72.0,503.28,70.0,0.027777777777777776
3691,4985,14965.88,12.36,311.03,MO,0,13638.0,545.0,72,PAYING,0,72.0,311.03,67.0,0.06944444444444445
3692,4986,28807.18,13.19,610.56,MO,0,31560.0,571.0,72,PAYING,0,72.0,610.56,67.0,0.06944444444444445
3693,4987,28504.8,10.18,560.97,MO,0,35104.0,617.0,72,PAYING,0,72.0,560.97,67.0,0.06944444444444445
3694,4988,13896.06,12.39,283.73,MO,6,11953.0,542.0,72,PAYING,0,72.0,283.73,69.0,0.041666666666666664
3695,4989,14375.31,12.0,295.35,MO,0,12320.0,637.0,72,PAYING,0,72.0,295.35,67.0,0.06944444444444445
3696,4990,22434.12,12.0,461.0,MO,0,25640.0,601.0,72,PAYING,0,62.0,461.0,67.0,-0.08064516129032258
3697,4991,26190.71,18.0,617.26,MO,0,21917.0,638.0,72,PAYING,0,72.0,617.26,68.0,0.05555555555555555
3698,4992,17709.09,13.7,437.27,MO,0,12708.0,656.0,60,PAYING,0,54.0,437.27,55.0,-0.018518518518518517
3699,5061,16769.95,11.0,347.48,MO,0,14925.0,650.0,72,PAYING,0,72.0,347.48,64.0,0.1111111111111111
3700,5062,20300.62,12.88,426.6,MO,0,19693.0,675.0,72,PAYING,0,60.0,426.6,67.0,-0.11666666666666667
3701,5063,10743.75,10.83,249.09,MO,0,11150.0,629.0,60,PAYING,0,72.0,249.09,55.0,0.2361111111111111
3702,5064,20562.74,12.26,419.37,MO,0,26098.0,576.0,72,PAYING,0,72.0,419.37,68.0,0.05555555555555555
3703,5065,20411.57,12.04,428.44,MO,0,20390.0,558.0,72,PAYING,0,72.0,428.44,65.0,0.09722222222222222
3704,5066,16160.55,12.33,335.25,MO,0,15022.0,579.0,72,PAYING,0,72.0,335.25,67.0,0.06944444444444445
3705,5067,18181.19,12.0,374.35,MO,0,18002.0,668.0,72,PAYING,0,72.0,374.35,67.0,0.06944444444444445
3706,5068,25967.02,12.21,536.51,MO,0,29627.0,660.0,72,PAYING,0,73.0,536.51,67.0,0.0821917808219178
3707,5069,16697.75,10.31,329.31,MO,0,15168.0,470.0,72,PAYING,0,72.0,329.31,67.0,0.06944444444444445
3708,5070,21462.34,12.0,441.84,MO,0,18394.0,598.0,72,PAYING,0,72.0,441.84,67.0,0.06944444444444445
3709,5071,22852.57,12.24,464.76,MO,5,18081.0,580.0,72,PAYING,0,72.0,464.76,69.0,0.041666666666666664
3710,5073,16494.0,21.0,496.99,MO,109,6182.0,440.0,50,REPO HOLD,0,72.0,496.99,50.0,0.3055555555555556
3711,5074,13222.07,12.2,317.44,MO,0,13358.0,654.0,60,PAYING,0,72.0,317.44,54.0,0.25
3712,5076,10474.0,21.0,354.23,MO,158,2483.0,518.0,42,REPO ASSIGN,1,72.0,354.23,42.0,0.4166666666666667
3713,5077,21407.61,13.8,451.53,MO,16,22550.0,658.0,72,PAYING,0,72.0,451.53,69.0,0.041666666666666664
3714,5078,17067.88,11.7,349.34,MO,0,14047.0,629.0,72,PAYING,0,72.0,349.34,67.0,0.06944444444444445
3715,5079,32039.78,12.11,660.89,MO,0,29593.0,561.0,72,PAYING,0,72.0,660.89,67.0,0.06944444444444445
3716,5080,12767.67,10.41,252.28,MO,0,11102.0,752.0,72,PAYING,0,72.0,252.28,67.0,0.06944444444444445
3717,5081,19287.55,12.28,399.63,MO,0,19541.0,640.0,72,PAYING,0,63.0,399.63,67.0,-0.06349206349206349
3718,5082,17156.97,15.0,388.54,MO,0,16779.0,542.0,72,PAYING,0,72.0,388.54,65.0,0.09722222222222222
3719,5083,23117.17,10.22,458.73,MO,0,29713.0,549.0,72,PAYING,0,72.0,458.73,66.0,0.08333333333333333
3720,5084,13539.91,13.0,286.09,MO,0,15485.0,641.0,72,PAYING,0,72.0,286.09,67.0,0.06944444444444445
3721,5085,15175.58,12.0,351.85,MO,0,14041.0,634.0,62,PAYING,0,72.0,351.85,57.0,0.20833333333333334
3722,5086,12299.04,21.0,425.15,MO,104,6911.0,515.0,42,REPO HOLD,0,72.0,425.15,41.0,0.4305555555555556
3723,5090,11877.12,21.0,438.99,MO,2,7761.0,559.0,42,PAYING,0,60.0,438.99,37.0,0.38333333333333336
3724,5091,37379.65,23.0,1102.0,MO,0,36636.0,583.0,60,PAYING,0,72.0,1102.0,55.0,0.2361111111111111
3725,5093,19736.55,12.6,412.25,MO,0,30050.0,635.0,72,PAYING,0,65.0,412.25,67.0,-0.03076923076923077
3726,5094,11892.16,12.0,241.31,MO,3,12029.0,575.0,72,PAYING,0,72.0,241.31,68.0,0.05555555555555555
3727,5095,13450.94,15.27,300.58,MO,0,10804.0,589.0,72,PAYING,0,72.0,300.58,67.0,0.06944444444444445
3728,5096,14029.79,12.38,291.41,MO,0,13667.0,650.0,72,PAYING,0,55.0,291.41,67.0,-0.21818181818181817
3729,5097,15109.13,10.23,297.24,MO,0,15240.0,613.0,72,PAYING,0,72.0,297.24,67.0,0.06944444444444445
3730,5098,19439.79,11.0,384.18,MO,3,17292.0,631.0,72,PAYING,0,72.0,384.18,68.0,0.05555555555555555
3731,5099,27122.44,12.0,547.09,MO,3,20325.0,594.0,72,PAYING,0,72.0,547.09,69.0,0.041666666666666664
3732,5101,13316.74,21.0,451.13,MO,0,5621.0,595.0,48,PAYING,0,72.0,451.13,42.0,0.4166666666666667
3733,5103,13604.78,21.0,476.22,MO,120,4659.0,521.0,42,BUY BACK HOLD,0,60.0,476.22,40.0,0.3333333333333333
3734,5105,12766.19,21.0,367.08,MO,0,5810.0,507.0,60,PAYING,0,72.0,367.08,54.0,0.25
3735,5106,19227.07,11.56,391.05,MO,0,19226.0,648.0,72,PAYING,0,72.0,391.05,67.0,0.06944444444444445
3736,5107,16172.18,15.7,364.29,MO,0,13275.0,645.0,72,PAYING,0,72.0,364.29,67.0,0.06944444444444445
3737,5108,16926.65,13.32,360.8,MO,0,12409.0,577.0,72,PAYING,0,48.0,360.8,67.0,-0.3958333333333333
3738,5109,16283.44,10.05,319.15,MO,0,14827.0,636.0,72,PAYING,0,42.0,319.15,67.0,-0.5952380952380952
3739,5110,24018.18,13.23,498.73,MO,3,19093.0,584.0,72,PAYING,0,42.0,498.73,69.0,-0.6428571428571429
